timestamp,label,tally,curve_state,curve_spread,dollar_state,dollar_last,dollar_avg,vol_state,vix,vix3m,vol_diff,credit_state,hy_spread,hy_avg,rotation_state,def_5d_pct,oth_5d_pct,rotation_diff_pct,breadth_state,rsp_spy,breadth_avg,skew_state,skew,skew_avg
2026-06-23T20:15:25.617Z,risk-on,5-2,normal,0.34,above 20d avg,101.39,99.79,contango,19.56,21.1,-1.54,below 20-obs avg,2.65,2.72,defensives leading,-0.5,-2.5,2.1,above 20d avg,0.2848,0.2804,subdued,141.85,142.47
2026-06-23T20:15:26.149Z,risk-on,5-2,normal,0.34,above 20d avg,101.39,99.79,contango,19.56,21.1,-1.54,below 20-obs avg,2.65,2.72,defensives leading,-0.5,-2.5,2.1,above 20d avg,0.2848,0.2804,subdued,141.85,142.47
2026-06-23T20:28:25.805Z,risk-on,5-2,normal,0.34,above 20d avg,101.39,99.79,contango,19.51,21.06,-1.55,below 20-obs avg,2.65,2.72,defensives leading,-0.5,-2.6,2.1,above 20d avg,0.2848,0.2804,subdued,141.85,142.47
2026-06-23T20:28:26.259Z,risk-on,5-2,normal,0.34,above 20d avg,101.39,99.79,contango,19.51,21.06,-1.55,below 20-obs avg,2.65,2.72,defensives leading,-0.5,-2.6,2.1,above 20d avg,0.2848,0.2804,subdued,141.85,142.47
2026-06-23T20:46:47.981Z,risk-on,5-2,normal,0.34,above 20d avg,101.39,99.79,contango,19.49,21.06,-1.57,below 20-obs avg,2.65,2.72,defensives leading,-0.5,-2.5,2.1,above 20d avg,0.2848,0.2804,subdued,141.85,142.47
2026-06-23T20:46:48.396Z,risk-on,5-2,normal,0.34,above 20d avg,101.39,99.79,contango,19.49,21.06,-1.57,below 20-obs avg,2.65,2.72,defensives leading,-0.5,-2.5,2.1,above 20d avg,0.2848,0.2804,subdued,141.85,142.47
2026-06-23T21:59:53.227Z,risk-on,4-3,normal,0.34,above 20d avg,101.36,99.79,contango,19.49,21.06,-1.57,below 20-obs avg,2.65,2.72,defensives leading,-0.5,-2.5,2.1,above 20d avg,0.2848,0.2804,elevated,143.14,142.76
2026-06-23T21:59:53.616Z,risk-on,4-3,normal,0.34,above 20d avg,101.36,99.79,contango,19.49,21.06,-1.57,below 20-obs avg,2.65,2.72,defensives leading,-0.5,-2.5,2.1,above 20d avg,0.2848,0.2804,elevated,143.14,142.76
2026-06-24T13:26:58.057Z,risk-on,4-3,normal,0.34,above 20d avg,101.79,99.92,contango,19.23,19.57,-0.34,below 20-obs avg,2.65,2.72,defensives leading,-0.5,-2.5,2.1,above 20d avg,0.2848,0.2804,elevated,143.14,142.76
2026-06-24T15:19:52.653Z,risk-on,4-3,normal,0.34,above 20d avg,101.67,99.91,contango,18.22,20.25,-2.03,below 20-obs avg,2.71,2.72,defensives leading,0.2,-1.3,1.5,above 20d avg,0.2861,0.2809,elevated,143.14,142.76
2026-06-24T15:19:53.239Z,risk-on,4-3,normal,0.34,above 20d avg,101.67,99.91,contango,18.22,20.25,-2.03,below 20-obs avg,2.71,2.72,defensives leading,0.2,-1.3,1.5,above 20d avg,0.2861,0.2809,elevated,143.14,142.76
2026-06-24T15:49:47.745Z,risk-on,4-3,normal,0.34,above 20d avg,101.63,99.91,contango,18.17,20.27,-2.1,below 20-obs avg,2.71,2.72,defensives leading,0.2,-1.5,1.7,above 20d avg,0.2858,0.2809,elevated,143.14,142.76
2026-06-24T15:49:48.537Z,risk-on,4-3,normal,0.34,above 20d avg,101.63,99.91,contango,18.17,20.26,-2.09,below 20-obs avg,2.71,2.72,defensives leading,0.2,-1.5,1.7,above 20d avg,0.2858,0.2809,elevated,143.14,142.76
2026-06-24T15:54:51.519Z,risk-on,4-3,normal,0.34,above 20d avg,101.62,99.91,contango,18.27,20.32,-2.05,below 20-obs avg,2.71,2.72,defensives leading,0.1,-1.6,1.7,above 20d avg,0.2856,0.2809,elevated,143.14,142.76
2026-06-24T15:54:52.027Z,risk-on,4-3,normal,0.34,above 20d avg,101.62,99.91,contango,18.27,20.32,-2.05,below 20-obs avg,2.71,2.72,defensives leading,0.1,-1.6,1.7,above 20d avg,0.2856,0.2809,elevated,143.14,142.76
2026-06-24T16:15:30.159Z,risk-on,4-3,normal,0.34,above 20d avg,101.62,99.91,contango,18.31,20.37,-2.06,below 20-obs avg,2.71,2.72,defensives leading,0.1,-1.5,1.6,above 20d avg,0.2857,0.2809,elevated,143.14,142.76
2026-06-24T16:15:31.031Z,risk-on,4-3,normal,0.34,above 20d avg,101.62,99.91,contango,18.31,20.37,-2.06,below 20-obs avg,2.71,2.72,defensives leading,0.1,-1.5,1.6,above 20d avg,0.2857,0.2809,elevated,143.14,142.76
